Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1835          1835          +251.692      +692.454      +301.639      +49.5335      -1663.14      -290.915      +1295.32      -1954.06      -658.74       
1836          1836          +250.665      +707.106      +300.186      +38.8676      -1713.69      -273.88       +1296.82      -1987.57      -690.741      
1837          1837          +221.273      +731.935      +306.425      +44.8248      -1681.48      -272.854      +1304.46      -1954.34      -649.878      
1838          1838          +256.313      +726.04       +306.084      +46.3913      -1655.1       -288.005      +1334.83      -1943.1       -608.272      
1839          1839          +246.449      +761.99       +311.688      +38.5724      -1684.58      -297.479      +1358.7       -1982.06      -623.361      
1840          1840          +243.856      +729.204      +304.788      +45.848       -1700.53      -287.313      +1323.7       -1987.84      -664.146      
1841          1841          +237.721      +760.205      +306.595      +42.6547      -1677.73      -284.463      +1347.18      -1962.19      -615.017      
1842          1842          +262.73       +744.509      +309.358      +40.2543      -1693.48      -279.883      +1356.85      -1973.36      -616.508      
1843          1843          +243.132      +747.565      +306.964      +41.8584      -1669.35      -283.157      +1339.52      -1952.5       -612.985      
1844          1844          +249.948      +720.938      +298.782      +40.2206      -1687.27      -296.139      +1309.89      -1983.4       -673.516      
1845          1845          +245.929      +746.029      +292.345      +44.2651      -1664.66      -286.117      +1328.57      -1950.78      -622.211      
1846          1846          +264.232      +747.737      +297.613      +39.4714      -1668.92      -289.931      +1349.05      -1958.85      -609.8        
1847          1847          +258.028      +728.744      +303.653      +42.2977      -1655.25      -286.565      +1332.72      -1941.82      -609.096      
1848          1848          +243.839      +721.91       +300.428      +55.6646      -1641.98      -272.783      +1321.84      -1914.76      -592.922      
1849          1849          +232.433      +744.288      +297.592      +39.6851      -1664.56      -289.579      +1314         -1954.14      -640.14       
1850          1850          +229.773      +724.589      +295.374      +34.0444      -1636.88      -300.83       +1283.78      -1937.71      -653.933      
1851          1851          +223.077      +735.197      +291.539      +43.9196      -1627.92      -296.709      +1293.73      -1924.63      -630.894      
1852          1852          +243.557      +698.142      +290.05       +42.6046      -1643.39      -278.838      +1274.35      -1922.23      -647.876      
1853          1853          +261.686      +712.25       +305.575      +37.4342      -1650.62      -301.47       +1316.94      -1952.09      -635.149      
1854          1854          +241.679      +737.189      +305.259      +42.6712      -1694.94      -290.98       +1326.8       -1985.92      -659.123      
1855          1855          +251.718      +707.241      +296.582      +38.1099      -1670.4       -296.644      +1293.65      -1967.04      -673.39       
1856          1856          +235.603      +723.679      +308.12       +40.632       -1645.48      -299.171      +1308.03      -1944.65      -636.617      
1857          1857          +252.954      +727.934      +292.391      +43.6005      -1678.35      -304.032      +1316.88      -1982.38      -665.501      
1858          1858          +231.115      +704.785      +299.327      +45.7211      -1687.1       -277.385      +1280.95      -1964.49      -683.538      
1859          1859          +238.872      +715.473      +313.761      +46.9351      -1681.87      -277.205      +1315.04      -1959.08      -644.035      
1860          1860          +238.429      +737.108      +308.724      +45.607       -1669.29      -312.936      +1329.87      -1982.22      -652.355      
1861          1861          +229.041      +693.61       +289.603      +41.7037      -1636.38      -293.847      +1253.96      -1930.22      -676.265      
1862          1862          +230.685      +714.005      +304.235      +43.2374      -1661.35      -283.753      +1292.16      -1945.1       -652.938      
1863          1863          +224.873      +684.341      +294.832      +41.7973      -1646.96      -287.252      +1245.84      -1934.22      -688.372      
1864          1864          +238.402      +694.412      +301.254      +38.917       -1704.63      -271.424      +1272.98      -1976.05      -703.07       
1865          1865          +254.462      +698.324      +289.587      +46.3064      -1696.23      -285.963      +1288.68      -1982.2       -693.519      
1866          1866          +244.989      +713.126      +296.701      +45.6119      -1686.65      -307.658      +1300.43      -1994.31      -693.881      
1867          1867          +222.339      +723.507      +296.658      +40.0302      -1675.37      -290.218      +1282.54      -1965.59      -683.053      
1868          1868          +232.686      +723.882      +302.953      +42.744       -1693.27      -271.946      +1302.26      -1965.21      -662.95       
1869          1869          +250.303      +713.638      +310.545      +43.5147      -1707.43      -270.388      +1318         -1977.82      -659.82       
1870          1870          +230.462      +700.372      +309.082      +44.9425      -1681.13      -277.863      +1284.86      -1958.99      -674.133      
1871          1871          +233.498      +699          +295.513      +41.6481      -1658.56      -290.748      +1269.66      -1949.31      -679.648      
1872          1872          +238.471      +689.944      +297.728      +35.8973      -1679.6       -301.38       +1262.04      -1980.98      -718.937      
1873          1873          +241.703      +708.095      +307.94       +42.5206      -1716.91      -277.132      +1300.26      -1994.04      -693.783      
1874          1874          +252.808      +731.832      +308.484      +43.9799      -1702.74      -302.234      +1337.1       -2004.97      -667.868      
1875          1875          +236.295      +685.431      +318.318      +40.6032      -1649.4       -283.247      +1280.65      -1932.65      -651.999      
